title,subject,year_group,key_stage,unit,learning_objective,oak_url
Writing descriptive sentences,English,Year 1,ks1,,I can write descriptive sentences using adjectives and powerful verbs.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/the-magic-porridge-pot-reading-and-writing/lessons/writing-descriptive-sentences
Writing descriptive sentences about the setting in 'Anna Hibiscus' Song',English,Year 1,ks1,,I can join two ideas together to write a descriptive sentence.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/anna-hibiscus-song-reading-and-writing/lessons/writing-descriptive-sentences-about-the-setting-in-anna-hibiscus-song
Writing facts,English,Year 1,ks1,,I can write simple facts about something I have learnt.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/looking-after-pets-reading-and-writing/lessons/writing-facts
Writing facts about Floella Benjamin,English,Year 1,ks1,,I can write facts about Floella Benjamin.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/paddington-reading-and-writing/lessons/writing-facts-about-floella-benjamin
Writing facts in an information page,English,Year 1,ks1,,I can write an information page with facts and key information about a topic.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/looking-after-pets-reading-and-writing/lessons/writing-facts-in-an-information-page
Writing instructions,English,Year 1,ks1,,I can write a simple instructions and commands.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/looking-after-pets-reading-and-writing/lessons/writing-instructions
Writing instructions for how to make a sandwich,English,Year 1,ks1,,I can write a sequence of instructions in order.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/following-and-writing-instructions-to-make-a-sandwich-reading-and-writing/lessons/writing-instructions-for-how-to-make-a-sandwich
Writing simple sentences about people who help us,English,Year 1,ks1,,I can write a sentence about people who help me.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/a-superhero-like-you-reading-and-writing/lessons/writing-simple-sentences-about-people-who-help-us
Writing the beginning of a letter: 'Anna Hibiscus' Song',English,Year 1,ks1,,"I can write the beginning of a letter, including a greeting.",https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/anna-hibiscus-song-reading-and-writing/lessons/writing-the-beginning-of-a-letter-anna-hibiscus-song
Writing the beginning of a school trip recount,English,Year 1,ks1,,I can write part of a recount.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/school-trip-writing-a-recount/lessons/writing-the-beginning-of-a-school-trip-recount
"Writing the beginning of a story, introducing character and setting: 'Jack and the Beanstalk'",English,Year 1,ks1,,"I can write the beginning of a traditional tale, introducing the characters and setting.",https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/jack-and-the-beanstalk-reading-and-writing/lessons/writing-the-beginning-of-a-story-introducing-character-and-setting-jack-and-the-beanstalk
Writing the beginning of a story: 'The Three Little Pigs',English,Year 1,ks1,,"I can write the beginning of a traditional tale, introducing the characters and setting.",https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/the-three-little-pigs-reading-and-writing/lessons/writing-the-beginning-of-a-story-the-three-little-pigs
Writing the beginning of the story: 'The Magic Porridge Pot',English,Year 1,ks1,,I can write the beginning of the story.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/the-magic-porridge-pot-reading-and-writing/lessons/writing-the-beginning-of-the-story-the-magic-porridge-pot
Writing the end of a letter: 'Anna Hibiscus' Song',English,Year 1,ks1,,I can write questions to a character using a question mark.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/anna-hibiscus-song-reading-and-writing/lessons/writing-the-end-of-a-letter-anna-hibiscus-song
Writing the end of a story: 'The Three Little Pigs',English,Year 1,ks1,,I can write the end of a traditional tale.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/the-three-little-pigs-reading-and-writing/lessons/writing-the-end-of-a-story-the-three-little-pigs
"Writing the end of the story, building suspense: 'Jack and the Beanstalk'",English,Year 1,ks1,,"I can write the end of a traditional tale, building suspense.",https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/jack-and-the-beanstalk-reading-and-writing/lessons/writing-the-end-of-the-story-building-suspense-jack-and-the-beanstalk
Writing the end of the story: 'The Magic Porridge Pot',English,Year 1,ks1,,I can write the end of the story.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/the-magic-porridge-pot-reading-and-writing/lessons/writing-the-end-of-the-story-the-magic-porridge-pot
Writing the end of the story: 'The Three Billy Goats Gruff',English,Year 1,ks1,,I can write the end of a story.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/the-three-billy-goats-gruff-reading-and-writing/lessons/writing-the-end-of-the-story-the-three-billy-goats-gruff
Writing the middle and end of a school trip recount,English,Year 1,ks1,,I can write a recount.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/school-trip-writing-a-recount/lessons/writing-the-middle-and-end-of-a-school-trip-recount
Writing the middle of a letter: 'Anna Hibiscus' Song',English,Year 1,ks1,,I can answer questions based on my own experiences in a letter.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/anna-hibiscus-song-reading-and-writing/lessons/writing-the-middle-of-a-letter-anna-hibiscus-song
Writing the middle of a story: 'The Three Little Pigs',English,Year 1,ks1,,I can write the middle of a traditional tale.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/the-three-little-pigs-reading-and-writing/lessons/writing-the-middle-of-a-story-the-three-little-pigs
Writing the middle of the story: 'The Magic Porridge Pot',English,Year 1,ks1,,I can write the middle of the story.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/the-magic-porridge-pot-reading-and-writing/lessons/writing-the-middle-of-the-story-the-magic-porridge-pot
"Writing the middle, building suspense: 'Jack and the Beanstalk'",English,Year 1,ks1,,I can write the middle of a traditional tale.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/jack-and-the-beanstalk-reading-and-writing/lessons/writing-the-middle-building-suspense-jack-and-the-beanstalk
Writing the start of a set of instructions to make a sandwich,English,Year 1,ks1,,I can write the start of a set of instructions including a title and a list of ingredients.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/following-and-writing-instructions-to-make-a-sandwich-reading-and-writing/lessons/writing-the-start-of-a-set-of-instructions-to-make-a-sandwich
Writing to describe a problem in 'Wild',English,Year 1,ks1,,You can write the middle of a story from the girl's perspective.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/wild-reading-and-writing/lessons/writing-to-describe-a-problem-in-wild
Writing to introduce the characters and settings in the story 'Wild',English,Year 1,ks1,,You can write the beginning of a story from the girl's perspective.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/wild-reading-and-writing/lessons/writing-to-introduce-the-characters-and-settings-in-the-story-wild
Writing to resolve a problem in 'Wild',English,Year 1,ks1,,You can write the end of the story from the girl’s perspective.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/wild-reading-and-writing/lessons/writing-to-resolve-a-problem-in-wild
Adding '-es' to nouns ending in 'y',English,Year 2,ks1,,I can turn nouns that end in 'y' into plurals.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/suffixes/lessons/adding-es-to-nouns-ending-in-y
Adding '-es' to verbs ending in 'y',English,Year 2,ks1,,I can add the suffix -es to verbs that end in 'y'.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/suffixes/lessons/adding-es-to-verbs-ending-in-y
Analysing the language to use in a report about the Great Fire of London,English,Year 2,ks1,,I can understand the appropriate language to use when writing a non-chronological report on the Great Fire of London.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/the-great-fire-of-london-non-chronological-report/lessons/analysing-the-language-to-use-in-a-report-about-the-great-fire-of-london
Apostrophes for contraction,English,Year 2,ks1,,I can contract two words with an apostrophe.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/apostrophes/lessons/apostrophes-for-contraction
Apostrophes for contraction and singular possession,English,Year 2,ks1,,I can show how an apostrophe works for contraction and for singular possession.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/apostrophes/lessons/apostrophes-for-contraction-and-singular-possession
Apostrophes for singular possession,English,Year 2,ks1,,I can show a noun belonging to a singular noun with an apostrophe.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/apostrophes/lessons/apostrophes-for-singular-possession
"Applying the 'j' spellings, including 'g', 'ge' and 'dge'",English,Year 2,ks1,,"I can apply spelling patterns for the representations of the ‘j’ phoneme: 'g', 'ge' and 'dge'.",https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/alternative-gpcs-for-consonants-and-homophones/lessons/applying-the-j-spellings-including-g-ge-and-dge
Applying the 'tion' spelling,English,Year 2,ks1,,I can spell more words using ‘tion’.,https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/suffixes/lessons/applying-the-tion-spelling
"Applying the new 'ay' spellings, including 'a', 'eigh' and 'ey'",English,Year 2,ks1,,"I can apply three new spellings for the 'ay' phoneme: 'a', 'eigh' and 'ey'.",https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/alternative-gpcs-for-long-vowels/lessons/applying-the-new-ay-spellings-including-a-eigh-and-ey
"Applying the new 'ee' spellings, including 'e', 'y', 'ie' and 'ey'",English,Year 2,ks1,,"I can apply four new spellings for the 'ee' phoneme: 'e', 'ie', 'y' and 'ey'.",https://www.thenational.academy/teachers/programmes/english-primary-ks1/units/alternative-gpcs-for-long-vowels/lessons/applying-the-new-ee-spellings-including-e-y-ie-and-ey
